text,score
rt adv rajasthan me rss ke aatankwadi ne lovejihad ke naam par gharib musalman afrazul ko zinda jala kar maar diya gaya n n aj mo xe x xa,1
dusri baat n nworld ke logo se kyi desho ki sarkar aur midiya sach chupa raha he n nisis a xe x xa,0
jungi india anil sir indian army ki saman bhartiya janta pa xe x xa,0
mahajanls wo v bjp ke samay me huwa tha us samay ke sarkar ki kamjor i thi aatankwadi sansad parisar me kaise ghus gaye,0
kuch ghante baad yaani usi din germani ne aatankwadi thikano pe humla kiya nyah khabr mi xe x xa,0
aur muslim ko badnam karne khud hi humla karwate ho naur badle me aatankwadi thikano pe xe x xa,1
haha sapne dekh hindu ceo bante hai aatankwadi nahi,1
mtlb ki hawai jahaj me fanse logo ko mrne dena chahiye tha magar ek aatankwadi ko nahi chhodna tha ek xe x xa,0
agar wo aatankwadi hai to videsh mantralaye unko visa kaise diya matlab sushma ji galat logon xe x xa,0
aur ye baat americi lashkar ke ek jawan ne batayi n nuse isis ne shamil hone ko kaha gya xe x xa,0
media bhand hai it s double standard media jab koi shantidoot inki g mein bamboo daalega then th xe x xa,0
sunaa he n naaj n nsanghee gaddaro k n njeeja jii ka birthday he xf x f x xaf xf x f x xaf xf x f x xaf n nchalo abb boldo n nnathu godse na xe x xa,0
arey isko importance mt do ye swami om ki biwi h ye b hindu muslim a xe x xa,0
tum khud aatankwadi wala kaam karte ho aur bjp ko blame kare rahi ho tumhare raaj m xe x xa,0
rt musalmano ne salon me sab ko leader banaya lekin aaj tak musalmano ko kya mila aatankwadi ka titel deshdrohi ka titel d xe x xa,1
papnai mcc aur ugrawadi karni sena ye sab gandhi ji puja karte hai ya ye aatankwadi hai,0
he would have said pakistan parast anti national aatankwadi,0
radar bhi n ncamera bhi n nantriksh yaan bhi n ndron bhi n nfighter plan bhi n nsabhi aadhunik te xe x xa,0
congress ka hath world ka har aatankwadi ke sath,0
jab tumhare sarkar thi tab aatankwadi jab chahe jaha chahe kar serial blast karte the tab toh tum jawab xe x xa,0
jamei aatankwadi ke sath agar congress gathbandhan karsak xe x xa,0
aatankwadi se lad rahe he n nagar wo kahe ham ko pahle se pta nahi tha n nmatlab aatankwadi xe x xa,0
p bhai kal ko tum atanki ban jaoge toh modi ko kais xe x xa,0
aatankwad ke khilaf ladne wale muslim me raste me adchan peda karte he nuno tak baat gyi xe x xa,1
aatankwadi afzal guru ko shaheed batane wali party ko desh bhakti ka xe x xa,0
bhai jignesh in aatankwadi bjp rss walun ko har hazam nahi ho rahi hai aap page raho u r dng a xe x xa,0
aatankwadi ko huro k pas bhej rhy h kashmir m,0
aazad hindustan ka sabse pehla aatankwadi godse tha,1
hoors ki shortage chal rahi hai kya jo ab hens se kaam chalana padega aatankwadi o ko xf x f x x xf x f x x xf x f x x xf x f x x,0
tabhi to aatankwadi hi delhi me betha huwa h feku to dange aur aatankwadi ab kaha se aayenge,0
manmohan ji ki awaaz ab kaise nikalne lagi nkhangeess party aatankwadi supporter hai,0
bhakt kehlane se achcha aatankwadi ban jana,0
hey gadhabudhi aatankwadi to hum roj marte hain isme nya kya hai lekin jab usk xe x xa,0
aatankwadi se lad rahe he n nkyi aatankwadi ka khatma kar diya n naur aaj bhi aatankwadi ka xe x xa,0
bhai suna hoga aatankwad ke khilaf sabhi desh lad rahe he nusme sab se bada shaktishali xe x xa,0
sahi baat hai pahli baar koi aatankwadi mara afzal ko bhi phansi fekuji ne hi di thi,0
rt jihadi media group in india makes mobilising call for islamic state fighters,1
my year old muslim pal mohammed has just joined a militant jihadi terrorist group n nthink he is having a midlife isis,1
rt that is the godra moment in shambu s life precipitated by jihadi depravity which when tipping points are reached every xe x xa,0
hindhu karyakrtas murderd brutly for jihadi s pls take action o xe x xa,0
rt this bench has done the justice to their jihadi and missionary pa xe x xa,0
rt khan excellent documentary deeyah baffled why nothing of the british far right was included where jihad xe x xa,0
rt why do pakistani people always put other pakistani people first in any situation they always put the rights of their own t xe x xa,0
rt misra this is a new asan called butt asan only muftkhors like rashid krishnan xe x xa,0
rt neverforget it was mayor de blasio who stopped all nypd surveillance of mosques muslims in nyc n nalso this relentless jiha xe x xa,0
rt dear n nyou have been a villain in s of movies you have not killed someone like this even in your notorious on xe x xa,0
rt com three islamic state militants killed attack foiled in salahuddin n,0
rt imran khan lied through his teeth in pti fata convention he strongly backed general musharraf s role in war on terror cra xe x xa,0
rt rocks since the accused were mis guided youths from peacefool community victim paresh was a hindu amp,1
none right family man or women can watch voluptuous erotic condomads n advertisement in fmily chanels better stop xe x xa,0
since the accused were mis guided youths from peacefool community amp,1
rt manthan xf x f x x beware hindus it s time unite n xf x f x x brutality with pareshmesta nproved isis is working in india n xf x f x x don t expect justice xe x xa,0
rt batman would congress demand an answer from jignesh mevani over his connection with isis supporting sdpi but gujarat would be gi xe x xa,0
brigade mulle paida hi kattar hote hain jihadi sale xf x f x xa xf x f x xa xf x f x xa xf x f x xa,1
rt reborn threat hq is channels are spreading how to ma xe x xa,0
rt aneerul islam was just working for dalitmuslim unity like jihadi,0
rt pakistan s largest bank habib bank announces investment in london during jihadi sadiq khan visit n nthe bank was kicked out of xe x xa,0
rt new report evaluates the capabilities of u s forces to meet the demands of conflicts involving five potential adversa xe x xa,0
hindu karyakarta s murderd brutly for muslim jihadi s pls take a xe x xa,1
rt hindu organizations are sleeping in india ignoring hindu to christian conversion threat bigger which is bigger than j xe x xa,0
rt where were you when the kahmiri hindu holocaust was raging amp,0
rt onus now on amp,0
since the accused were mis guided youths from peacefool community amp,1
pakistani channels isi jihadi pakistanis always say narinder mudi modi instead of narendra modi xe x xa,0
rt hey your prophet recommends camel pee which is scientifically proved lethal while on the othe xe x xa,1
bjp leaders blamed jihadi forces for the killings who allegedly have the support of the state government and th xe x xa,0
sahi hai in mullo ki desbhakto se phatti hai khud to jihadi hote hain inka dil to porkistan me rehta hai,1
don t behave like a pakistani jihadi behave like indian,1
puppet masters out of touch establishment feigns shock at defencesecretary gavinwilliamson s kill uk jihadi xe x xa,0
rt do not trust a word the jihadi panderer nyc mayor bill dhimmi deblasio says about today s terror attack in manhattan a bang xe x xa,0
rt apparently within hours of a jihadi homicide bomber failing in nyc is now lecturing americans about their xe x xa,0
har raat iska yahi kaam hai,0
dekh tera dost aa gaya,0
yeh dekho ek aur aa gaya,0
rahul gandhi pm hahaha sapna acha hai,0
ab main modi bhakt hoon hahaah,0
modi hi jeet gaya hhahah,0
kya zarurat hai iski sab modi ko gaali mat do,0
har har mahadev all hail god is great,0
jab dekho rona rona and rona crying all day,0
fir hum kya kar sakte hain,0
sab mar jayenge bas main zinda rahunga kon hai yeh pagal,0
iska koi kuch nahin kar sakta,0
delhi se hun main,0
chal bhaag yahan se,0
kya pagal aadmi hai idiot monster,0
bjp will win jai ram modi bhagwan,0
kya karna hai ab bol,0
sab mar jayenge bas main zinda rahunga,0
itna maar khayega man why don t you understand,0
i m amazed at how with that face forget about intellect from where does he gets this confidenc xe x xa,0
adarsh aray do lover ko road pe chor dega toh kya would entertaining hogaya k xe x xa,0
bhaisahab aap kya karoge galliya doge jyada see jyada block karoge yaa ho jaoge xf x f xa x naap ka garam dimag aap ki chut xe x xa,0
rt truhind what a tweet tanmay cant stop xf x f x x myslf modi a big big fkn ashl srsly i mean wh hs dng aubh uthk xe x xa,0
ind jacakals howl as a routine not because xe x xa,0
burak jannt namaste bhai sahih muslim padh raha tha maja aagaya phattehaal chutiyapa hai,1
rt in khan tanna roy gupta xe x xa,0
rt burak jannt namaste bhai sahih muslim padh raha tha maja aagaya phattehaal chutiyapa hai,1
how u doing a rally without permission answer me first lanka ravan all are dsnt exits show some xe x xa,0
college nahin gaya kya kabhi,0
neech ravish jhopdi main rehta hai bailgadi main chalta hai pager use karta hai xe x xa,0
upl pura life hindu muslim christan ka xe x xa,0
khan tanna roy gupta xe x xa,0
to tumhare maniro k pandit kyu nhu talent dekh kar lete hai s xe x xa,0
dhoom kya baat hai bhai kafi kalabaaj ho xe x xa,0
bineeta or dusre desh v xe x xa,0
ever happened xf x f xa xa xf x f x x xf x f x x n nyoutube blog fire aunty entertainment nfacebook instagram twitter blog fire aunty xe x xa,0
bhai jaan bjp aur rss ke admi hai fasi dene nahi dega musalman hota to f xe x xa,0
deth in thank you for enlightening me hindu raja very good musalman raja very bad,0
pulkistantv exclusive nmusalman tingu is playing hindu megastar krishna in mahabharata in response to that now xe x xa,0
patniak saam jiska na koi dharm na koi zat kya hindu kya musalman sab milke is ghrin kam ko pur jor birodh karna chahiye,0
in roman shukr hai ki hum hindu hain warna musalman hote to her roz ye saabit karna padta ki main musalman hoon xe x xa,0
rt nobody knows about the actual way of worship of the complete god not even the hindu guru kaazi hazrat muhammad ram kri xe x xa,0
aur mae tamam hindu sahngtan ko ye cetwoni detha hu ke ham musalman ki maa bahene ke saat aur hamre bahiyo ke saat xe x xa,1
rt ek mahina ho chukka hai bandd hai hum par mutton ndaawaton me kha rahe hain bhindiyan ahl xe x xa,0
nationalist sab aadmi hindu nahi hain sab hindu aadmi nahi hain sab aadmi mus xe x xa,0
rashid read kar dhyan se rss ka matlab anti muslim or anti religion nahi hai rashtriya swamsewak san xe x xa,0
mujhe to comments dekh k ye lag raha hai ki musalman ka khoon khoon hai aur hindu ka khoon lizol xe x xa,1
na geeta buri na quran bura nna hindu bura na musalman bura nna khuda bura na bhagwan bura nbhaije me jo ghusa he woh shaitan bura,0
shame on musalman zahra wasim k usne hindu molester ko khatre me daal diya,1
hello friends tea bechnevala p m ab gujarat m hindu musalman k name par danga karevana but gujarat ki janeta ape xe x xa,1
india pro official xe x xa,0
here didi tou hum keya karyn musalman hindu lerki se bacha faida ker tou the xe x xa,0
na hum hindu na musalman sabse pehle hai hum insaan,0
aaj ke jamane main hum log dekh rahe hai ki neta log apne fayde ke liye logo ko lada rahe hai hindu musalman ko lad xe x xa,0
manmohansingh hum hindu musalman k ekta ko tod nhi pa rhe to ab pm pakistan ka naam lekar hme todane ki koshish xe x xa,0
sanchit kuch manners sekh le apne baap se,0
woh tum muhajiron se poocho main muhajir nahi hoon aur bahut sare muhajir xe x xa,0
in ap jeet rahe to gujarat model pe bat keyo nahi karte jo kabhi afghanistan kabhi pakis xe x xa,0
rt riyashow jignesh bhai aap aage bado musalman hindu dalits sab aapke saath hai hinduthwa fascist ko kujli ho rah xe x xa,0
hindu atankwadi hota to desh me ak bhi musalman na hota,1
swami ji hindu main koi nahi mila jo musalman damad le aye besharam,1
rt sayz yah musalman hai koi dawood hindu ko maar xe x xa,1
kuruni na bhai kyuki main hindu or tu musalman xf x f x x xf x f x x,0
marwadi bhai ap dusro ko dekhngee to shyd sahi nai bn payngee ham secular bane xe x xa,0
ek mahina ho chukka hai bandd hai hum par mutton ndaawaton me kha rahe hain bhindi xe x xa,0
rt hindu musalman to bola hi nahi poor fellow,0
rt in roman shukr hai ki hum hindu hain warna musalman hote to her roz ye saabit karna padta ki main musalman hoon mujhe he xe x xa,0
rt manish sharma nindia got independent not only by hindu but also by all religion cast creed so we r first indian not xe x xa,0
bhid jb jut nhi rhi ha aur hindu musalman mandir masjid nhi chl rha ha to naya stunt krna pada fir xe x xa,0
na hum hindu na hum musalman sabse pehle hai hum insaan,0
har political party ka pet bhar rha hai hindu musalman ka issue bnakar aur hmare kitane hindu musalman bhai hai jo bhooke hai,0
hindu musalman fir suru gujarati he hum sab samaj chuke he,0
hindu musalman ki rajniti mat karo,0
musalman hypocrite hai woh duniya janti hai me bhi manta hu kyunki terrorist comes fr xe x xa,1
hum na hindu na musalman sikh na isaayi hein njama mazhab ka utaren to sabhi bhai hein,0
aap sadhi ko malum hai ki ek hram ki olad jo hea modi ko pure des ka bap bta rha hai to esko kyo desdarohi nahi kha xe x xa,1
patniak saam kiyon koi hindu musalman ko marega kiyon koi musalman hindu ko marega uparwale ne isli xe x xa,1
hardik patel tum kaun se darm se ho nhindu ya musalman nmujhe to dono me daut lag rha h,0
irani ku ki musalmanoon bhaioon ne nhin rahengey to hinduoon k khilap bjadkayega kun mere xe x xa,0
bhai ap age bhadthey raho dhalith hindu musalman secular log ekattahothey bjp ko or paid media ko dar suru hogaya,0
rt aishwarya ek musalman kashmiri kali hina jo bala ki khoobsurat h uske sache dost bb m do hindu bra xe x xa,0
yes i am a christian during xmas musalman during eid hind xe x xa,0
kangrsh to thik darbari kya hai n nye communal kon hai n ninsan ko hi xe x xa,0
jignesh bhai aap aage bado musalman hindu dalits sab aapke saath hai hinduthwa fascist ko kujli xe x xa,0
apraadhi apraadhi hota he medam ji hindu musalman nahi,0
phir wahi baseless baat news channel ya political leaders se reality maloom nahi hoti xe x xa,0
rt bilkul sahi bola hr ek shaks ye sochne lgjaye to wo insan bn jaye nna hindu mrta h na musal xe x xa,0
jignesh bhai aap aage bado musalman hindu dalits sab aapke saath hai hinduthwa fascist ko kujli xe x xa,0
ha bilkul lekin inko to hindu bhi banna hai aur musalman to hai hi ye dharam ki rajnity karani hai lekin xe x xa,0
bjp ka agenda kabhi vikas raha hi nai hamesa hindu musalman ram mandir or hindu dharm ko bech xe x xa,0
bjb sarkar ne is desh me siwaye hindu musalman ko ladwane ke ilawa kuch nahi kiya vikas ka to namo nishan bhi nahi xe x xa,0
aap hindu ho ya musalman hamare bhai ho bro and apne such kaha hum kch b bat krein toh m xe x xa,0
rt actually mms spoke a lot about finance economics science of course never about hindu musalman kabristan shamshan etc xe x xa,0
rahulhatemodibrigade bjp ab har gandi step ko apnayenge jeetane k liye pata nhi inko kyu acha lgta hai hindu mu xe x xa,0
india nis bsf ke jawan ko suspend kiya jae nye hindu musalman me rajniti kar rha h ninko desh ki rksha ke lye xe x xa,0
wo hindu musalman aur tum patel k naam pe vote mang rha ndifference kya hai,0
rt manmohan singh xe x x s speeches are in archive you can listen though they are about finance economics education science and not xe x xa,0
achha smart cities bani kya kaha se badla desh salaa xe x xa,0
rt journalists like arnab goswami have a role to play in the murder of afrazul these journalists spread poisonous lies about l xe x xa,1
love jihad tamilnadu style in north it is communal in south n it is caste which is better,1
i liked a video ajaz khan s angry reaction on rajasthan love jihad murder case love jihad ke naam,1
sab chalta hai islam main,0
double identity hai yu,0
in china has no division it is monolithic society but majority is engaged here to score with its minority on m xe x xa,0
singh you are talking as if you have written dozens of op eds on rss workers being killed victims of love xe x xa,0
liar hain yeh sab,0
rashid the perils of reverse love jihad,1
we talk about awareness and population control we ban condom ads we talk about security and safer environment xe x xa,0
rt if legal it s frankly a no brainer move have your little jihad but everything you love is getting sent back to the hel xe x xa,0
pagal hai kya bol raha hai,0
daaru mat pike tweet kar,0
rt sos please help minor girl xe x x ctanvi sachdeva xe x x d height ft xe x x d age yrs who is daughter of a close friend kidnapped under pol xe x xa,0
rt our politicians and their followers get hot under the collar over mani shankar aiyar s deplorable neech remark but xe x xa,0
rt aisa mat bol bhai jo kaam koi nahi kar sakta vo sirf agarkar karta hai n century in lords n fastest fifty n revers xe x xa,0
rt in kerala junior football team vice captain jithu mohan was doused with petrol and set on fire he died after two days al xe x xa,0
rt heena talreja was murdered by her husband adnan khan and gangraped by his friends ndint they say that love jihad is a myth xe x xa,1
